merging_variable,country,leader,party,lr,president,term,startofterm,yearbegin,endofterm,yearend,speechtype,speechnum,codernum,rubricgrade,averagerubric,totalaverage,wb_region,region
Honduras_Flores_Famous_1.txt,Honduras,Carlos Flores,Liberal Party of Honduras,1,1,1,1998-01-27,1998,2002-01-27,2002,Famous,4,2,0.2,0.15,0.05,Latin America & Caribbean,Latin America & Caribbean
Honduras_Flores_Famous_1.txt,Honduras,Carlos Flores,Liberal Party of Honduras,1,1,1,1998-01-27,1998,2002-01-27,2002,Famous,4,3,NA,0.15,0.05,Latin America & Caribbean,Latin America & Caribbean
Honduras_Flores_Famous_1.txt,Honduras,Carlos Flores,Liberal Party of Honduras,1,1,1,1998-01-27,1998,2002-01-27,2002,Famous,4,4,NA,0.15,0.05,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Campaign_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Campaign,1,1,1.5,1.45,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Campaign_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Campaign,1,2,1.4,1.45,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Campaign_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Campaign,1,3,NA,1.45,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Campaign_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Campaign,1,4,NA,1.45,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Ribbon_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Ribbon cutting,2,1,0.1,0.05,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Ribbon_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Ribbon cutting,2,2,0,0.05,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Ribbon_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Ribbon cutting,2,3,NA,0.05,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Ribbon_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Ribbon cutting,2,4,NA,0.05,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_International_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,International,3,1,0,0,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_International_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,International,3,2,0,0,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_International_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,International,3,3,NA,0,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_International_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,International,3,4,NA,0,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Famous_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Famous,4,1,0.4,0.35,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Famous_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Famous,4,2,0.3,0.35,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Famous_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Famous,4,3,NA,0.35,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Hernandez_Famous_1.txt,Honduras,Juan Orlando Hernandez,National Party,1,1,1,2014-01-27,2014,2022-01-27,2022,Famous,4,4,NA,0.35,0.4625,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Ribbon_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Ribbon cutting,2,1,0,0,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Ribbon_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Ribbon cutting,2,2,0,0,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Ribbon_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Ribbon cutting,2,3,NA,0,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Ribbon_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Ribbon cutting,2,4,NA,0,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_International_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,International,3,1,0,0.5,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_International_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,International,3,2,1,0.5,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_International_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,International,3,3,NA,0.5,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_International_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,International,3,4,NA,0.5,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Famous_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Famous,4,1,1,1,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Famous_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Famous,4,2,1,1,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Famous_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Famous,4,3,NA,1,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Zelaya_Famous_1.txt,Honduras,Manuel Zelaya,Liberal Party of Honduras,-1,1,1,2006-01-27,2006,2009-06-28,2009,Famous,4,4,NA,1,0.5,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Campaign_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Campaign,1,1,1,1,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Campaign_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Campaign,1,2,1,1,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Campaign_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Campaign,1,3,NA,1,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Campaign_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Campaign,1,4,NA,1,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_International_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,International,3,1,0,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_International_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,International,3,2,0,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_International_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,International,3,3,NA,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_International_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,International,3,4,NA,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Famous_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Famous,4,1,0,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Famous_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Famous,4,2,0,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Famous_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Famous,4,3,NA,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras_Lobo Sosa_Famous_1.txt,Honduras,Porfirio Lobo Sosa,National Party,1,1,1,2010-01-27,2010,2014-01-27,2013,Famous,4,4,NA,0,0.333333333333333,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Ribbon cutting,2,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Ribbon cutting,2,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Ribbon cutting,2,3,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Ribbon cutting,2,4,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,International,3,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,International,3,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,International,3,3,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,International,3,4,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Famous,4,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Famous,4,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Famous,4,3,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
,Honduras,Ricardo Maduro,National Party,1,1,1,2002-01-27,2002,2006-01-27,2005,Famous,4,4,NA,0,0,Latin America & Caribbean,Latin America & Caribbean
Hungary_Gyurcsany_Campaign_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Campaign,1,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Campaign_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Campaign,1,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Campaign_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Campaign,1,3,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Campaign_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Campaign,1,4,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Ribbon_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Ribbon cutting,2,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Ribbon_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Ribbon cutting,2,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Ribbon_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Ribbon cutting,2,3,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Ribbon_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Ribbon cutting,2,4,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_International_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,International,3,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_International_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,International,3,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_International_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,International,3,3,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_International_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,International,3,4,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Famous_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Famous,4,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Famous_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Famous,4,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Famous_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Famous,4,3,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Gyurcsany_Famous_1.txt,Hungary,Ferenc Gyurcsany,Hungarian Socialist Party,-1,0,1,2004-09-29,2004,2009-04-14,2009,Famous,4,4,NA,0,0,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_International_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,International,3,1,0,0,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_International_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,International,3,2,0,0,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_International_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,International,3,3,0,0,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_International_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,International,3,4,NA,0,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_Famous_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,Famous,4,1,0,0.066666666666667,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_Famous_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,Famous,4,2,0,0.066666666666667,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_Famous_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,Famous,4,3,0.2,0.066666666666667,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Horn_Famous_1.txt,Hungary,Gyula Horn,Hungarian Socialist Party,-1,0,1,1994-07-15,1994,1998-07-06,1998,Famous,4,4,NA,0.066666666666667,0.033333333333333,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Campaign,1,1,1,1.5,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Campaign,1,2,2,1.5,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Campaign,1,3,NA,1.5,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Campaign,1,4,NA,1.5,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Ribbon cutting,2,1,0,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Ribbon cutting,2,2,0,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Ribbon cutting,2,3,NA,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Ribbon cutting,2,4,NA,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,International,3,1,0,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,International,3,2,0,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,International,3,3,NA,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,International,3,4,NA,0,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Famous,4,1,2,2,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Famous,4,2,2,2,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Famous,4,3,NA,2,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_2.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,2,2010-05-29,2010,2014-05-07,2014,Famous,4,4,NA,2,0.875,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Campaign,1,1,1.5,1.5,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Campaign,1,2,1.5,1.5,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Campaign,1,3,1.5,1.5,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Campaign,1,4,NA,1.5,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Ribbon cutting,2,1,0.1,0.3,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Ribbon cutting,2,2,0.4,0.3,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Ribbon cutting,2,3,0.4,0.3,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Ribbon cutting,2,4,NA,0.3,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,International,3,1,0.8,0.9,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,International,3,2,0.8,0.9,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,International,3,3,1.1,0.9,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,International,3,4,NA,0.9,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Famous,4,1,0.3,0.6,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Famous,4,2,0.8,0.6,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Famous,4,3,0.7,0.6,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_3.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,3,2014-05-07,2014,2018-05-10,2018,Famous,4,4,NA,0.6,0.825,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Campaign,1,1,1,0.5,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Campaign,1,2,0,0.5,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Campaign,1,3,NA,0.5,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Campaign_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Campaign,1,4,NA,0.5,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Ribbon cutting,2,1,0,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Ribbon cutting,2,2,0,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Ribbon cutting,2,3,NA,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Ribbon_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Ribbon cutting,2,4,NA,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,International,3,1,0,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,International,3,2,0,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,International,3,3,NA,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_International_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,International,3,4,NA,0,0.375,Europe & Central Asia,Central and Eastern Europe
Hungary_Orban_Famous_1.txt,Hungary,Viktor Orban,The Fidesz - Hungarian Civic Alliance,1,0,1,1998-07-06,1998,2002-05-27,2002,Famous,4,1,1,1,0.375,Europe & Central Asia,Central and Eastern Europe
