text,label,language,text_len,emo_label,pos,neg,neu,compound
    Ho 55anni e ne sono fuori solo da 2.,2.6,Italian,9,1,0.0,0.0,1.0,0.0
 Non so se sia vero c'erano un po di tweet che dicevano sta cosa,2.2,Italian,14,2,0.0,0.217,0.783,-0.5574
 di ka sure mare,1.5,Italian,4,0,0.434,0.0,0.566,0.3182
 Tasi è morta 😂😂😂 si è sposata con imu. La tari invece è na munnezz,1.0,Italian,15,1,0.0,0.0,1.0,0.0
  Ho sempre provato un senso di vuoto quando mi sono imbattuto nelle esternazioni di questo signore...,2.8,Italian,16,1,0.0,0.0,1.0,0.0
" ho appena finito di studiare, tu?",3.2,Italian,6,1,0.0,0.0,1.0,0.0
per un po' vorrei non dover pensare a niente a niente,3.0,Italian,11,2,0.0,0.31,0.69,-0.5574
gli enhypen non fanno live per non farci vedere i tuoi capelli,2.0,Italian,12,1,0.0,0.0,1.0,0.0
 Delinquenti senza ombra di dubbi!!!!,2.2,Italian,5,1,0.0,0.0,1.0,0.0
 Non merita certamente di vincere ha passato tutto il periodo sdraiato a mangiare a lamentarsi e litigare con qualcuno,2.2,Italian,19,0,0.138,0.0,0.862,0.34
Non avrei tolto Diaz e Krunic cmq O restando così sposterei Leao a sx o davanti e a dx Rebic (escludendo un altro cambio subito..Casti),1.0,Italian,25,2,0.0,0.182,0.818,-0.6124
quanto sarebbe bello un suo abbraccio,3.8,Italian,6,1,0.0,0.0,1.0,0.0
"   Vorrai dire ""Datori di lavoro""...",1.5,Italian,5,2,0.0,0.429,0.571,-0.4588
zzZ,1.5,Italian,1,2,0.0,1.0,0.0,-0.296
 Chiama,2.8,Italian,1,1,0.0,0.0,1.0,0.0
 ma considera che lui e una mia amica si conoscono e lei dice che sono tutti cringiati dalla sua relazione hahahaha,3.2,Italian,21,2,0.0,0.109,0.891,-0.296
 a quanto stanno?,1.0,Italian,3,1,0.0,0.0,1.0,0.0
 non lo vedi che è censurato,2.5,Italian,6,1,0.0,0.0,1.0,0.0
 Grazie a te 😘,3.0,Italian,4,1,0.0,0.0,1.0,0.0
"Praticando con lo zoppo FI, il M5S ha imparato a zoppicare! Butteranno fuori anche Villarosa? ",1.0,Italian,15,0,0.172,0.0,0.828,0.4003
sore??,3.0,Italian,1,2,0.0,1.0,0.0,-0.4329
"Mi sono reso conto ora che domani gioco contro  ,ho i ricordi delle go4 tipo incubi del vietnam",2.25,Italian,18,1,0.0,0.0,1.0,0.0
Jungkook che si mangia cd,1.5,Italian,5,1,0.0,0.0,1.0,0.0
 Buongiorno 😃🥰,2.0,Italian,2,1,0.0,0.0,1.0,0.0
Il senso che ti dà il bere l'acqua dopo aver mangiato la gomma da masticare,1.0,Italian,15,1,0.0,0.0,1.0,0.0
  Matteo la libertà di opinione non ti dà io diritto di sparare cazzate,1.2,Italian,13,1,0.0,0.0,1.0,0.0
 Zero: al lavoro in bici con braghe corte,2.8,Italian,8,1,0.0,0.0,1.0,0.0
"  La cura meretricio funziona, ci siamo passati tutti.",1.8,Italian,8,1,0.0,0.0,1.0,0.0
  pai?,1.0,Italian,1,1,0.0,0.0,1.0,0.0
"Sì, ora mi sento meglio",2.25,Italian,5,1,0.0,0.0,1.0,0.0
 Grazie 😘,2.4,Italian,2,1,0.0,0.0,1.0,0.0
" bene bene, che fai di bello?",3.8,Italian,6,1,0.0,0.0,1.0,0.0
che bello tutto giallo :( #BTS #방탄소년단 #BTSARMY #BTS_Butter,1.3333333333333333,Italian,9,2,0.0,0.266,0.734,-0.4404
 amo vedo che hai commentato ma non vedo cosaa,2.2,Italian,9,1,0.0,0.0,1.0,0.0
il pesto fa proprio schifo,2.0,Italian,5,1,0.0,0.0,1.0,0.0
Doveva chiamarsi l’isola dei cessi #isola,2.5,Italian,6,1,0.0,0.0,1.0,0.0
Anche Mahmood tra gli abitanti del palazzo distrutto dalle fiamme ,1.0,Italian,10,1,0.0,0.0,1.0,0.0
aka ha bisogno del fisioterapista dopo aver fatto slanci con sere alla festa di sangio mi sento proprio male #Amici20,3.5,Italian,20,0,0.112,0.0,0.888,0.34
 Tanto non ci fidiamo! Ti cedo le mie dosi fattele tutte insieme e poi torna a fare l’aperitivo a Milano,2.2,Italian,20,1,0.0,0.0,1.0,0.0
Che palle,3.6,Italian,2,1,0.0,0.0,1.0,0.0
" Serio perché poi 30"" ti cambiano la vita mah",2.2,Italian,9,1,0.0,0.0,1.0,0.0
 Buona giornata cara 😘,3.0,Italian,4,1,0.0,0.0,1.0,0.0
 sore bi🤩,2.25,Italian,2,2,0.0,0.714,0.286,-0.3612
#ItaliaViva querelerà chiunque guarderà #Report stasera,1.0,Italian,6,1,0.0,0.0,1.0,0.0
" grazie amo, se non ci fossi tu",4.4,Italian,7,1,0.0,0.0,1.0,0.0
 Spero che Lukaku ti scopi la moglie,3.2,Italian,7,1,0.0,0.0,1.0,0.0
Comunque Gabriella sta raccontando a tutti di questa lettera IO BOH #ilparadisodellesignore,2.0,Italian,12,1,0.0,0.0,1.0,0.0
" guarda le iene che esce la porcata di inter Juve, non farti distrarre ",3.0,Italian,13,1,0.0,0.0,1.0,0.0
 Per l’Eurovision e perché è bellissima,2.4,Italian,6,1,0.0,0.0,1.0,0.0
  Anche.... Facciamo un bel bis di primi?,2.4,Italian,7,1,0.0,0.0,1.0,0.0
 Hai lasciato il segno direi ♥️,4.2,Italian,6,1,0.0,0.0,1.0,0.0
 è nella tua rEGIONE X CORTESIA,1.25,Italian,6,1,0.0,0.0,1.0,0.0
grazie oomf per avermi ricordato che tiffany non rilascia musica dal 2019,1.8,Italian,12,1,0.0,0.0,1.0,0.0
"""Ogni giorno vedo nei tuoi occhi tutto ciò che vorrei dalla vita"" Gli occhi: ",2.6666666666666665,Italian,14,1,0.0,0.0,1.0,0.0
 perfetto,1.0,Italian,1,1,0.0,0.0,1.0,0.0
"   Quando vuoi, amo.",2.5,Italian,3,1,0.0,0.0,1.0,0.0
hey non so se è hit tweet ma seguitemi a volte potrei risultare leggermente simpatica,2.2,Italian,15,1,0.0,0.0,1.0,0.0
sono sempre i quindicenni che non sanno fare nulla oltre che parlare a vanvera,1.4,Italian,14,1,0.0,0.0,1.0,0.0
 Il migliore ❤️,2.8,Italian,3,1,0.0,0.0,1.0,0.0
 Ma pure domani mattina. Come minimo mette un anello nelle stories.,3.2,Italian,11,1,0.0,0.0,1.0,0.0
" Però dicono che sia improponibile da attiare per grandi eventi, troppo costoso",1.0,Italian,12,1,0.0,0.0,1.0,0.0
 Bho dietro volendo solo in prestito abbiamo 5 centrali con kalulu che sarebbe terzino destro ruolo naturale,1.0,Italian,17,1,0.0,0.0,1.0,0.0
 Non merci 😂,1.6666666666666667,Italian,3,1,0.0,0.0,1.0,0.0
 ogni volta,1.6,Italian,2,1,0.0,0.0,1.0,0.0
 Oggi siamo arrapati vedo 😉😏,4.0,Italian,5,1,0.0,0.0,1.0,0.0
 Hai maniezz.,2.25,Italian,2,1,0.0,0.0,1.0,0.0
 non,1.5,Italian,1,1,0.0,0.0,1.0,0.0
 Ahi t seguii,2.0,Italian,3,1,0.0,0.0,1.0,0.0
Cambio idea ogni cinque minuti,1.8,Italian,5,1,0.0,0.0,1.0,0.0
 E vieni da me a casa mia ... Ti faccio divertire e tornare a casa tutta rotta 😏,4.6,Italian,18,2,0.0,0.155,0.845,-0.296
" Potevo scrivere un giudizio severo, ma credo che questo quotidiano si discrediti già da solo, senza un aiuto esterno.",1.0,Italian,19,1,0.0,0.0,1.0,0.0
 Infinito e oltre,2.0,Italian,3,1,0.0,0.0,1.0,0.0
"""Si è sempre in tempo per cambiare il proprio passato, è la magia della memoria” ",1.0,Italian,15,1,0.0,0.0,1.0,0.0
  Assieme alla crema di tartufo se vuoi,2.2,Italian,7,1,0.0,0.0,1.0,0.0
Un rimpallo infinito tra ciò che è ragionevole e ciò che voglio.,2.75,Italian,12,1,0.0,0.0,1.0,0.0
  (non volevo mettere il ?... ormai ce lo lascio),1.2,Italian,9,1,0.0,0.0,1.0,0.0
  Arancina!!! È femmina!,1.0,Italian,3,1,0.0,0.0,1.0,0.0
no ragazzi non potete farci questo #yenidenbuluşacağız,1.4,Italian,7,2,0.0,0.268,0.732,-0.296
  Ed era meglio non saperlo,2.0,Italian,5,1,0.0,0.0,1.0,0.0
gli auguri di seb x chris voglio affogare nelle mie lacrime,3.4,Italian,11,1,0.0,0.0,1.0,0.0
andrea il tarlo non è un uccello #tzvip,2.333333333333333,Italian,8,1,0.0,0.0,1.0,0.0
 quanto sei alta?,2.4,Italian,3,1,0.0,0.0,1.0,0.0
Da esperti virologi a ingegneri aerospaziali è un attimo! #razzocinese,1.4,Italian,10,1,0.0,0.0,1.0,0.0
Huawei sfoggia la sua soluzione per l’auto intelligente e connessa ,1.0,Italian,10,1,0.0,0.0,1.0,0.0
 si è la birra più pensate e io l’alcool lo tengo bene,2.2,Italian,12,1,0.0,0.0,1.0,0.0
 per me è una cosa simpatica,2.5,Italian,6,1,0.0,0.0,1.0,0.0
perché vorrei che tu mi insegnassi a superare tutti i limiti imposti,2.75,Italian,12,1,0.0,0.0,1.0,0.0
La #Fortitudo perde ma fa ricorso: forse Robinson non poteva giocare ,1.0,Italian,11,1,0.0,0.0,1.0,0.0
" A parte la frase ad effetto, l’articolo è interessante e apre diversi spunti di riflessione",1.2,Italian,15,1,0.0,0.0,1.0,0.0
"#MilanJuventusm, scossa di #Pirlo dalla panchina ⚡️ ⬇️ Il tecnico bianconero indovina le sostituzioni 🔄 ",1.0,Italian,15,1,0.0,0.0,1.0,0.0
 scusa,3.4,Italian,1,1,0.0,0.0,1.0,0.0
cerco l'estate tutto l'anno e all'improvviso un cazzo di caldo...,1.5,Italian,10,1,0.0,0.0,1.0,0.0
 L'utero in affitto cerca di bloccare il televideo. 🤷‍♀️,2.0,Italian,9,1,0.0,0.0,1.0,0.0
Dio sei un cane muori,2.25,Italian,5,1,0.0,0.0,1.0,0.0
 Buona giornata a te Piera 🌹🎶Grazie! Sereno spensierato venerdì 🌼🌊🏖️⛵🌺🍀🌞☕☕😊😊,3.6,Italian,10,1,0.0,0.0,1.0,0.0
no raga è tutto così triste non voglio vederla ,2.75,Italian,9,2,0.0,0.239,0.761,-0.296
 Pitico,1.0,Italian,1,1,0.0,0.0,1.0,0.0
" non so se ridere o piangere, nel dubbio sto bloccando tutti hahahah",1.8,Italian,12,1,0.0,0.0,1.0,0.0
 e dai,1.0,Italian,2,1,0.0,0.0,1.0,0.0
 Ottimo,1.2,Italian,1,1,0.0,0.0,1.0,0.0
 Passo,1.2,Italian,1,1,0.0,0.0,1.0,0.0
Nella mia vita sogno di essere bella quanto Courtney Cox,2.8,Italian,10,2,0.0,0.196,0.804,-0.296
Barbara: la persona che deve abbandonare il grande fratello é.... FRANCESCA Il pubblico: AHHHHHHVSBDJWNDNDNKEKDKSNDBWBDNDMSKF #GF16,1.0,Italian,15,1,0.0,0.0,1.0,0.0
Harry sei perdonato dai,3.6,Italian,4,1,0.0,0.0,1.0,0.0
tutto molto bello ma come fate a dire che thomas ha gli occhi marroni quando sono palesemente verdi?,1.0,Italian,18,2,0.118,0.147,0.735,-0.1531
Non succede ma se succede piango per sempre❤️ #tzvip,3.5,Italian,9,1,0.0,0.0,1.0,0.0
 sisi è uno spasso,1.6666666666666667,Italian,4,1,0.0,0.0,1.0,0.0
 Cosa c'entra,1.75,Italian,2,1,0.0,0.0,1.0,0.0
 Sai che l’ho pensato anch’io,3.25,Italian,5,1,0.0,0.0,1.0,0.0
 se mi dai uno schiaffo io ti chiedo scusa,2.6,Italian,9,1,0.0,0.0,1.0,0.0
Il favoloso mondo di Amélie è un film bellissimo e PUNTO ,1.4,Italian,11,1,0.0,0.0,1.0,0.0
 sei bellissimo per favore,3.0,Italian,4,1,0.0,0.0,1.0,0.0
#tormentando è ,1.5,Italian,2,1,0.0,0.0,1.0,0.0
 Domanda di riserva....altrimenti sono costretta a dire una m.... 😅,2.2,Italian,10,2,0.0,0.3,0.7,-0.4588
" Non lo so, sto troppo sclerata😂‼️🥵😐❤️😭",2.75,Italian,6,1,0.0,0.0,1.0,0.0
 Basta avere pazienza ... buona domenica Micol 😘💐,2.75,Italian,8,1,0.0,0.0,1.0,0.0
 Hanno ragione quelli che dicono che tutti i nostri centrali insieme non valgono mezzo Musacchio...,1.3333333333333333,Italian,15,1,0.0,0.0,1.0,0.0
a volte mi dimentico che harry styles ha ventisette anni e non quaranta😐👍,2.8,Italian,13,0,0.194,0.0,0.806,0.34
" Grande Cacciari,ci vuole uno come lui per fare tacere quella saputella di La 7",1.6,Italian,14,1,0.0,0.0,1.0,0.0
 sempre.,1.0,Italian,1,1,0.0,0.0,1.0,0.0
sangiovanni deve ancora capire che twitter è il social giusto dove stare fategli abbandonare instagram per favore!!,1.0,Italian,17,1,0.0,0.0,1.0,0.0
"  Anche secondo me hahah, figurati se non l’ha invitato",4.0,Italian,9,1,0.0,0.0,1.0,0.0
" No, non faccio il virologo! Anzi… questi mi stanno uccidendo, perché a causa loro, non si riesce più a lavorare!",1.25,Italian,20,2,0.0,0.141,0.859,-0.4184
 Puzzi torna nella fogna,2.6,Italian,4,1,0.0,0.0,1.0,0.0
"il vigliacco continua, se ha le palle perché non viene qua sotto a dirlo?",2.0,Italian,14,0,0.167,0.0,0.833,0.34
 grazie mille!🥰,3.0,Italian,2,1,0.0,0.0,1.0,0.0
Non ci sarà ripresa reale senza un taglio alle imbecilli conseguenze della burocrazia ,1.25,Italian,13,1,0.0,0.0,1.0,0.0
"non mi sento benissimo, penso che per stanotte chiudo, notte cuori",3.0,Italian,11,1,0.0,0.0,1.0,0.0
 buon appetito,1.2,Italian,2,1,0.0,0.0,1.0,0.0
non ho bevuto il mio sciroppo di mais stamattina e sento gli elicotteri dei caschi blu dietro il mio giardino,1.8,Italian,20,1,0.0,0.0,1.0,0.0
 io già lo sono di quei nove coglioni,2.8,Italian,8,1,0.0,0.0,1.0,0.0
"Intanto, la natura, fa il suo corso. La storia, pure. ",1.0,Italian,10,1,0.0,0.0,1.0,0.0
" Andiamo ama, appena leva quei due pezzetti so cazzi per tutti😬🔥",3.2,Italian,11,1,0.0,0.0,1.0,0.0
 🌸👌🏻,1.0,Italian,1,1,0.0,0.0,1.0,0.0
  mio sogno &lt;3 però un po' distante dalla city...,3.6,Italian,9,2,0.0,0.31,0.69,-0.5574
Più o meno quello che è successo il 10 Giugno a scuola solo che non abbiamo cucinato 😂😂 ,1.3333333333333333,Italian,18,1,0.0,0.0,1.0,0.0
   La mia memoria è più arruginita delle mie ginocchia 😏😆,1.0,Italian,10,2,0.0,0.216,0.784,-0.296
La scarsità dell'acqua costa alle aziende 251 miliardi di dollari ,1.0,Italian,10,1,0.0,0.0,1.0,0.0
 Tri atleta kkkkk,1.3333333333333333,Italian,3,1,0.0,0.0,1.0,0.0
 sono d'accordo,2.4,Italian,2,1,0.0,0.0,1.0,0.0
 50% dei contagi la situazione con questa gestione è da zona nera,1.0,Italian,12,1,0.0,0.0,1.0,0.0
  rip,2.0,Italian,1,1,0.0,0.0,1.0,0.0
 Brigado primo kkkkkkkk,1.75,Italian,3,1,0.0,0.0,1.0,0.0
5 luglio 2021 stiamo commentando un programma utilizzando l’hashtag #Carramba,1.2,Italian,10,1,0.0,0.0,1.0,0.0
“Uno è padrone di ciò che tace e schiavo di ciò di cui parla.” Sigmund Freud ,1.0,Italian,16,1,0.0,0.0,1.0,0.0
7 nomi maschili e 4 femminili. Ma come facevano a non confondersi quando si chiamavano tra di loro? 🤭 #ulisse,1.0,Italian,20,1,0.0,0.0,1.0,0.0
Roventini è un Bagnai che non ce l'ha fatta.,1.6,Italian,9,1,0.0,0.0,1.0,0.0
  Sono molto tenatata di metterlo comunque grazie 🤍,2.4,Italian,8,1,0.0,0.0,1.0,0.0
 cosa facciamo?,2.6,Italian,2,1,0.0,0.0,1.0,0.0
ma come fate a preferire la penna nera spiegatemi,1.2,Italian,9,1,0.0,0.0,1.0,0.0
 Ma cosa scrivi? 🤣🤣🤣🤣🤣🤣,1.0,Italian,4,1,0.0,0.0,1.0,0.0
 Sarei curiosa di sapere chi è il Direttore dei Lavori..,1.6,Italian,10,1,0.0,0.0,1.0,0.0
  Ha rinunciato al soglio pontificio? Come mai? 😉,1.6,Italian,8,0,0.315,0.0,0.685,0.4137
  Fato,1.25,Italian,1,1,0.0,0.0,1.0,0.0
Pompei non finirà mai di stupirci. ,1.25,Italian,6,1,0.0,0.0,1.0,0.0
Sto leggendo questo libro di Borghi. #Photosatira ,1.0,Italian,7,1,0.0,0.0,1.0,0.0
 seguii,1.0,Italian,1,1,0.0,0.0,1.0,0.0
" Eh, caro Pigi, ci sono momenti storici in cui è inevitabile la violenza.",2.0,Italian,13,1,0.0,0.0,1.0,0.0
La mappa dei contagi Covid in Sicilia il 13 maggio  ,1.0,Italian,10,1,0.0,0.0,1.0,0.0
Ho appena aggiunto Movieblog alla mia raccolta! #tvtime  ,1.4,Italian,8,2,0.0,0.263,0.737,-0.3595
 sto merda,3.5,Italian,2,1,0.0,0.0,1.0,0.0
 famosi non sempre va d accordo con intelligenti,1.0,Italian,8,1,0.0,0.0,1.0,0.0
"dovrebbero abolire le 8 del mattino, tipo che passiamo dalle 7:59 alle 9",1.8,Italian,13,1,0.0,0.0,1.0,0.0
  Castagnetti è sempre stato un signore. Ad averne...,1.4,Italian,8,1,0.0,0.0,1.0,0.0
Mi merito un po’ di pace,1.0,Italian,6,1,0.0,0.0,1.0,0.0
 No non renderebbe l'idea. Ma non distrarti dall'obiettivo... a quando la presa di potere?!?!??,2.4,Italian,14,2,0.0,0.238,0.762,-0.5781
Neslihan che in realtà poi si è scatta la foto da mettere nel suo feed ig 💀 #halaaşığım,2.0,Italian,18,1,0.0,0.0,1.0,0.0
voglio giocare un altro mio asso..♥️,3.8,Italian,6,1,0.0,0.0,1.0,0.0
" Scherzi a parte, massimo rispetto per le FF.OO. La #pandemenza genera anche mostri 🥶",1.6,Italian,14,1,0.0,0.0,1.0,0.0
"Ragazzi va bene andare contro la d'Urso, ma dai l'avvocato ha palesemente mal interpretato la domanda. #pomeriggiocinque",1.0,Italian,17,0,0.13,0.0,0.87,0.34
amore della mia vita,4.6,Italian,4,2,0.0,0.423,0.577,-0.296
 Parlano come se non si debbano mai più presentare di fronte agli elettori questa cosa è inquietante,1.0,Italian,17,1,0.0,0.0,1.0,0.0
 seguilo e poi smetti di seguirlo 🥸,1.0,Italian,7,1,0.0,0.0,1.0,0.0
que sono,1.0,Italian,2,1,0.0,0.0,1.0,0.0
A volte qualche ricordo mi torna in mente e mi manca il fiato,3.4,Italian,13,1,0.0,0.0,1.0,0.0
Dicono che ho delle belle gambe! Voi che ne dite? #crossdresserslut #ladyangy #sissytrans ,3.5,Italian,13,1,0.0,0.0,1.0,0.0
 (2),1.0,Italian,1,1,0.0,0.0,1.0,0.0
 sei a,1.6666666666666667,Italian,2,1,0.0,0.0,1.0,0.0
finisco per ferire tutti mi odio,4.2,Italian,6,1,0.0,0.0,1.0,0.0
" Esatto,nettamente il migliore politico attuale",1.4,Italian,5,1,0.0,0.0,1.0,0.0
 Qui vestiva bene e la mattina non leggeva Zazzaroni,2.2,Italian,9,1,0.0,0.0,1.0,0.0
*iocane non c'è un attimo di pace,2.4,Italian,7,1,0.0,0.0,1.0,0.0
 Ufficiale? 💀,1.6,Italian,2,1,0.0,0.0,1.0,0.0
 tutta mia,4.0,Italian,2,2,0.0,0.688,0.312,-0.296
 si sta rivelando un clown linda,2.0,Italian,6,1,0.0,0.0,1.0,0.0
"A volte se,... . Da lì in poi non vado oltre nemmeno a leggerlo.",1.0,Italian,14,1,0.0,0.0,1.0,0.0
rip dmx,3.5,Italian,2,1,0.0,0.0,1.0,0.0
tra due mesi esatti vedrò dal vivo l'uomo nel mio header ovvero l'amore della mia vita semplicemente il cantante romagnolo del mio cuore,3.8,Italian,23,2,0.0,0.091,0.909,-0.296
Prendeva tutto sul serio ma aveva un’autoironia a volte impenetrabile. ,1.4,Italian,10,1,0.0,0.0,1.0,0.0
"non io che muto tutti gli account tossici che stanno invadendo pure questo hashtag, mannaggia a voi #tzvip",1.2,Italian,18,1,0.0,0.0,1.0,0.0
Ida che si sbellica dalle risate ma cosa sto guardando aiuto #UominieDonne,1.8,Italian,12,1,0.0,0.0,1.0,0.0
 anche io dai🤍,2.6,Italian,3,1,0.0,0.0,1.0,0.0
"""Nulla spiazza più di un sorriso."" Mario ",1.4,Italian,7,1,0.0,0.0,1.0,0.0
"Zayn alla radio, negozi di RC avete la mia stima.",1.5,Italian,10,2,0.0,0.196,0.804,-0.296
 Non recita proprio così ma… mi piace 😂🙏🏻,1.5,Italian,8,1,0.0,0.0,1.0,0.0
Kaz io ti amo. Ti amo più della mia vita,4.75,Italian,10,2,0.0,0.196,0.804,-0.296
 Grazie,1.0,Italian,1,1,0.0,0.0,1.0,0.0
A parte che è una enorme cagata Ma se poi te ne esci con un decreto con #coprifuoco per tutta l'estate.. ,1.4,Italian,21,1,0.0,0.0,1.0,0.0
Vedi quale sfida ho completato su Ablo 🙌 ,1.25,Italian,8,1,0.0,0.0,1.0,0.0
 Grazie Valeria anche a te e tutte un felice Anno nuovo 🥂🍾🥂🍾🥳🥳🥳💃💃💃💃 ,2.6,Italian,12,1,0.0,0.0,1.0,0.0
ufficialmente innamoratissima di megumi,2.6,Italian,4,1,0.0,0.0,1.0,0.0
" forza, andrà bene! :)",2.0,Italian,4,0,0.523,0.0,0.477,0.5093
 Senza,1.3333333333333333,Italian,1,1,0.0,0.0,1.0,0.0
giugno 2021 e i barando ancora vivono io questo lo chiamo essere mean to be,1.75,Italian,15,1,0.0,0.0,1.0,0.0
"Il video delle violenze dei carabinieri contro un gruppo di giovani neri, a Milano ",1.0,Italian,14,1,0.0,0.0,1.0,0.0
 chi 🥰,2.0,Italian,2,1,0.0,0.0,1.0,0.0
" amelie, piacere",1.6,Italian,2,1,0.0,0.0,1.0,0.0
 Un altro show del fuori di testa. #bastadani,1.75,Italian,8,1,0.0,0.0,1.0,0.0
  anche perché improvvisamente su tik tok escono tremila drama,1.4,Italian,9,1,0.0,0.0,1.0,0.0
 Ora piango sul serio 🥺,2.0,Italian,5,1,0.0,0.0,1.0,0.0
"  Lei non ha considerato che Tony è ""in transition"" fra Bologna e Borgo Panigale 😉",2.0,Italian,15,0,0.179,0.0,0.821,0.34
   Tra i vari pseudo giornalisti napoletani mi Sembra il meno peggio,1.4,Italian,11,1,0.0,0.0,1.0,0.0
 io davvero …..,2.333333333333333,Italian,3,1,0.0,0.0,1.0,0.0
 Quando si tirano in ballo creature innocenti che non possono difendersi siamo veri geni del crimine... ,1.8,Italian,16,1,0.0,0.0,1.0,0.0
 ci credi che ho avuto difficoltà a riconoscere chi fosse harry dei due,2.25,Italian,13,1,0.0,0.0,1.0,0.0
 NON LO SOOOOOOOOO probabilmente o car radio dei tøp,1.6666666666666667,Italian,9,1,0.0,0.0,1.0,0.0
 kto?,1.3333333333333333,Italian,1,1,0.0,0.0,1.0,0.0
 no di luigi,1.0,Italian,3,2,0.0,0.524,0.476,-0.296
"Dal 6 gennaio riparte la maratona di Harry Potter, meglio tardi che mai!! 💓",1.2,Italian,14,1,0.0,0.0,1.0,0.0
  Minchia quanto sei ricco?,1.4,Italian,4,1,0.0,0.0,1.0,0.0
"  Già, c'è stato un riflesso immediato",1.0,Italian,6,1,0.0,0.0,1.0,0.0
non sapevo che oggi fosse il dt dei finalisti !!,1.4,Italian,10,1,0.0,0.0,1.0,0.0
  Se vole i confermare che IV fa schifissimo ci 6 riuscita.,1.0,Italian,11,1,0.0,0.0,1.0,0.0
 Se non lo cacciate domani mattina cambiate sport per favore,1.4,Italian,10,1,0.0,0.0,1.0,0.0
Sto ancora pensando al gelato che Lila ha fatto sciogliere #Lamicageniale,1.4,Italian,11,0,0.194,0.0,0.806,0.34
 l’ho iniziato ieri,1.0,Italian,3,1,0.0,0.0,1.0,0.0
 Lama è la play allora,1.0,Italian,5,0,0.444,0.0,0.556,0.34
"   Troppi. Il PD è inquinato all'inverosimile, ma letta se ne sarà accorto? ",1.0,Italian,12,1,0.0,0.0,1.0,0.0
la tazza con il vino e il ghiaccio,1.75,Italian,8,1,0.0,0.0,1.0,0.0
 Alcune si,1.6,Italian,2,1,0.0,0.0,1.0,0.0
sempre i casini succedono,1.8,Italian,4,1,0.0,0.0,1.0,0.0
 E quindi ?,1.0,Italian,3,1,0.0,0.0,1.0,0.0
Mi sento così male che manco riesco a dormire ma ho sonno comunque rxtfycib,3.2,Italian,14,1,0.0,0.0,1.0,0.0
  Fai vedere anche i comunisti Russi?,1.0,Italian,6,1,0.0,0.0,1.0,0.0
Un buongiorno migliore io non l'ho trovato ! Manifestazioni in Francia nel 2020/2021 Solo letame per voi ,1.2,Italian,17,1,0.0,0.0,1.0,0.0
  A pensarci bene..il messaggio è piuttosto chiaro....,2.6,Italian,7,1,0.0,0.0,1.0,0.0
    madonna davvero,1.25,Italian,2,1,0.0,0.0,1.0,0.0
Il video di Chri 💙 #amici21,2.0,Italian,6,1,0.0,0.0,1.0,0.0
Roma è più vicina a Kiev che a Lisbona.,1.0,Italian,9,1,0.0,0.0,1.0,0.0
 Ma poi è anche bono.,2.6,Italian,5,1,0.0,0.0,1.0,0.0
10 euro spesi in medaglie di Final Fantasy XV su steam: check ✔️,1.0,Italian,13,1,0.0,0.0,1.0,0.0
 Perché non risponde ai commenti?,1.4,Italian,5,1,0.0,0.0,1.0,0.0
    Omedetto,1.75,Italian,1,1,0.0,0.0,1.0,0.0
non so voi ma io non sto seguendo la diretta da Natale #gfvip,1.75,Italian,13,1,0.0,0.0,1.0,0.0
   Allegri ha più culo che anima ahahahahhaha. Fiorentina merda ve sta bene,2.4,Italian,12,0,0.179,0.0,0.821,0.34
Ho perso la voglia di fare letteralmente tutto,2.8,Italian,8,1,0.0,0.0,1.0,0.0
 io bellissima e non avevo dubbi 🥺🥺🥺😭😭,2.6,Italian,7,1,0.0,0.0,1.0,0.0
Pronti a chiudere i confini a chi non ci vota #Eurovision,1.25,Italian,11,1,0.0,0.0,1.0,0.0
   Esatto,1.0,Italian,1,1,0.0,0.0,1.0,0.0
  In fondo a destra,1.0,Italian,4,1,0.0,0.0,1.0,0.0
Vorrei capire il motivo di tutti questi #tamponi … non capisco! #nogreenpass #nogreenpassobbligatorio,1.2,Italian,13,1,0.0,0.0,1.0,0.0
   Ha bloccato pure me il coglione 😆,2.5,Italian,7,0,0.324,0.0,0.676,0.34
 👫,1.6666666666666667,Italian,1,1,0.0,0.0,0.0,0.0
".. oggi voglio scrivere di altre cose, ma le cose non vogliono. Kafka a Milena",1.0,Italian,15,1,0.0,0.0,1.0,0.0
 Fatti una bella bevuta o un buon allenamento,2.0,Italian,8,1,0.0,0.0,1.0,0.0
  E da quando queste due sarebbero intelligenti?!?,1.8,Italian,7,1,0.0,0.0,1.0,0.0
 11 Tattiche Oscure della Manipolazione dell’Opinione Pubblica ,1.0,Italian,7,1,0.0,0.0,1.0,0.0
 lol ci sono io in sto video,2.333333333333333,Italian,7,0,0.318,0.0,0.682,0.4215
Ma il salto temporale fatto a cazzo aiuto,1.6,Italian,8,1,0.0,0.0,1.0,0.0
 Hi?,2.0,Italian,1,1,0.0,0.0,1.0,0.0
volendo farmi saltare il profilo,2.75,Italian,5,1,0.0,0.0,1.0,0.0
Hi?,2.5,Italian,1,1,0.0,0.0,1.0,0.0
 Fantastico! #Propaganda,1.6,Italian,2,0,0.629,0.0,0.371,0.1759
"se ne avete la possibilità andateci, non ve ne pentirete 🤍 ",2.0,Italian,11,1,0.0,0.0,1.0,0.0
" Ma l'alga wakame? Mi piace tantissimo, però non riesco a mangiarne troppa.",2.0,Italian,12,1,0.0,0.0,1.0,0.0
